,Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Incoming,Unavailable,Committed,Available,On hand
1832,vneck-sleeve-tie-ditsy-blue-top,Vneck Sleeve Tie Ditsy Blue Top,Style Size,S,,,,,ZZ09076-S,,,Shop location,0,0,0,7,7
1833,vneck-sleeve-tie-ditsy-blue-top,Vneck Sleeve Tie Ditsy Blue Top,Style Size,M,,,,,ZZ09076-M,,,Shop location,0,0,0,7,7
1834,vneck-sleeve-tie-ditsy-blue-top,Vneck Sleeve Tie Ditsy Blue Top,Style Size,L,,,,,ZZ09076-L,,,Shop location,0,0,0,9,9
1835,vneck-sleeve-tie-ditsy-blue-top,Vneck Sleeve Tie Ditsy Blue Top,Style Size,XL,,,,,ZZ09076-XL,,,Shop location,0,0,0,3,3
1836,vneck-sleeve-tie-ditsy-blue-top,Vneck Sleeve Tie Ditsy Blue Top,Style Size,XXL,,,,,ZZ09076-XXL,,,Shop location,0,0,0,1,1
1837,vneck-sleeve-tie-ditsy-yellow-top,Vneck Sleeve Tie Ditsy Yellow Top,Style Size,XS,,,,,ZZ09077-XS,,,Shop location,0,0,0,1,1
1838,vneck-sleeve-tie-ditsy-yellow-top,Vneck Sleeve Tie Ditsy Yellow Top,Style Size,S,,,,,ZZ09077-S,,,Shop location,0,0,0,3,3
1839,vneck-sleeve-tie-ditsy-yellow-top,Vneck Sleeve Tie Ditsy Yellow Top,Style Size,M,,,,,ZZ09077-M,,,Shop location,0,0,0,9,9
1840,vneck-sleeve-tie-ditsy-yellow-top,Vneck Sleeve Tie Ditsy Yellow Top,Style Size,L,,,,,ZZ09077-L,,,Shop location,0,0,0,8,8
1841,vneck-sleeve-tie-ditsy-yellow-top,Vneck Sleeve Tie Ditsy Yellow Top,Style Size,XL,,,,,ZZ09077-XL,,,Shop location,0,0,0,5,5
1842,vneck-sleeve-tie-ditsy-yellow-top,Vneck Sleeve Tie Ditsy Yellow Top,Style Size,XXL,,,,,ZZ09077-XXL,,,Shop location,0,0,0,1,1
1843,flap-detailed-linen-shift-dress,Flap Detailed Linen Shift Dress,Style Size,XS,,,,,ZZ09052-XS,,,Shop location,0,0,0,2,2
1844,flap-detailed-linen-shift-dress,Flap Detailed Linen Shift Dress,Style Size,S,,,,,ZZ09052-S,,,Shop location,0,0,0,3,3
1845,flap-detailed-linen-shift-dress,Flap Detailed Linen Shift Dress,Style Size,M,,,,,ZZ09052-M,,,Shop location,0,0,0,4,4
1846,flap-detailed-linen-shift-dress,Flap Detailed Linen Shift Dress,Style Size,L,,,,,ZZ09052-L,,,Shop location,0,0,0,2,2
1847,flap-detailed-linen-shift-dress,Flap Detailed Linen Shift Dress,Style Size,XL,,,,,ZZ09052-XL,,,Shop location,0,0,0,1,1
1848,flap-detailed-linen-shift-dress,Flap Detailed Linen Shift Dress,Style Size,XXL,,,,,ZZ09052-XXL,,,Shop location,0,0,0,0,0
1849,half-shirt-buttoned-linen-black-dress,Half Shirt Buttoned Linen Black Dress,Style Size,XS,,,,,ZZ09016-XS,,,Shop location,0,0,0,0,0
1850,vneck-cold-shoulder-mini-dress,Vneck Cold Shoulder Mini Dress,Style Size,XS,,,,,ZZ08896-XS,,,Shop location,0,0,0,6,6
1851,vneck-cold-shoulder-mini-dress,Vneck Cold Shoulder Mini Dress,Style Size,S,,,,,ZZ08896-S,,,Shop location,0,0,0,11,11
1852,vneck-cold-shoulder-mini-dress,Vneck Cold Shoulder Mini Dress,Style Size,M,,,,,ZZ08896-M,,,Shop location,0,0,1,15,16
1853,vneck-cold-shoulder-mini-dress,Vneck Cold Shoulder Mini Dress,Style Size,L,,,,,ZZ08896-L,,,Shop location,0,0,0,7,7
1854,vneck-cold-shoulder-mini-dress,Vneck Cold Shoulder Mini Dress,Style Size,XL,,,,,ZZ08896-XL,,,Shop location,0,0,0,4,4
1855,vneck-half-sleeve-printed-dress,Vneck Half Sleeve Printed Dress,Style Size,XS,,,,,ZZ08883-XS,,,Shop location,0,0,0,3,3
1856,vneck-half-sleeve-printed-dress,Vneck Half Sleeve Printed Dress,Style Size,S,,,,,ZZ08883-S,,,Shop location,0,0,0,5,5
1857,vneck-half-sleeve-printed-dress,Vneck Half Sleeve Printed Dress,Style Size,M,,,,,ZZ08883-M,,,Shop location,0,0,3,3,6
1858,vneck-half-sleeve-printed-dress,Vneck Half Sleeve Printed Dress,Style Size,L,,,,,ZZ08883-L,,,Shop location,0,0,2,9,11
1859,vneck-half-sleeve-printed-dress,Vneck Half Sleeve Printed Dress,Style Size,XL,,,,,ZZ08883-XL,,,Shop location,0,0,2,5,7
1860,vneck-half-sleeve-printed-dress,Vneck Half Sleeve Printed Dress,Style Size,XXL,,,,,ZZ08883-XXL,,,Shop location,0,0,0,1,1
1861,vneck-side-pockets-elegant-black-dress,Vneck Side Pockets Elegant Black Dress,Style Size,XS,,,,,ZZ08925-XS,,,Shop location,0,0,0,0,0
1862,vneck-side-pockets-elegant-black-dress,Vneck Side Pockets Elegant Black Dress,Style Size,S,,,,,ZZ08925-S,,,Shop location,0,0,1,3,4
1863,vneck-side-pockets-elegant-black-dress,Vneck Side Pockets Elegant Black Dress,Style Size,M,,,,,ZZ08925-M,,,Shop location,0,0,0,3,3
1864,vneck-side-pockets-elegant-black-dress,Vneck Side Pockets Elegant Black Dress,Style Size,L,,,,,ZZ08925-L,,,Shop location,0,0,0,3,3
1865,vneck-side-pockets-elegant-black-dress,Vneck Side Pockets Elegant Black Dress,Style Size,XL,,,,,ZZ08925-XL,,,Shop location,0,0,1,0,1
1866,vneck-side-pockets-elegant-black-dress,Vneck Side Pockets Elegant Black Dress,Style Size,XXL,,,,,ZZ08925-XXL,,,Shop location,0,0,0,0,0
1867,vneck-sleeve-tie-printed-maxi-dress,Vneck Sleeve Tie Printed Maxi Dress,Style Size,XS,,,,,ZZ08867-XS,,,Shop location,0,0,0,1,1
1868,vneck-sleeve-tie-printed-maxi-dress,Vneck Sleeve Tie Printed Maxi Dress,Style Size,S,,,,,ZZ08867-S,,,Shop location,0,0,0,2,2
1869,vneck-sleeve-tie-printed-maxi-dress,Vneck Sleeve Tie Printed Maxi Dress,Style Size,M,,,,,ZZ08867-M,,,Shop location,0,0,0,0,0
1870,vneck-sleeve-tie-printed-maxi-dress,Vneck Sleeve Tie Printed Maxi Dress,Style Size,L,,,,,ZZ08867-L,,,Shop location,0,0,0,1,1
1871,vneck-sleeve-tie-printed-maxi-dress,Vneck Sleeve Tie Printed Maxi Dress,Style Size,XL,,,,,ZZ08867-XL,,,Shop location,0,0,0,2,2
1872,vneck-sleeve-tie-printed-maxi-dress,Vneck Sleeve Tie Printed Maxi Dress,Style Size,XXL,,,,,ZZ08867-XXL,,,Shop location,0,0,0,0,0
1873,black-mid-waist-jean-1,Black Mid Waist Jean,Style Size,28,,,,,ZZ08614-28,,,Shop location,0,0,0,0,0
1874,black-mid-waist-jean-1,Black Mid Waist Jean,Style Size,30,,,,,ZZ08614-30,,,Shop location,0,0,0,0,0
1875,black-mid-waist-jean-1,Black Mid Waist Jean,Style Size,32,,,,,ZZ08614-32,,,Shop location,0,0,0,0,0
1876,black-mid-waist-jean-1,Black Mid Waist Jean,Style Size,34,,,,,ZZ08614-34,,,Shop location,0,0,0,4,4
1877,black-mid-waist-jean-1,Black Mid Waist Jean,Style Size,36,,,,,ZZ08614-36,,,Shop location,0,0,0,1,1
1878,mid-waist-ripped-black-jean,Mid Waist Ripped Black Jean,Style Size,28,,,,,ZZ08660-28,,,Shop location,0,0,0,0,0
1879,mid-waist-ripped-black-jean,Mid Waist Ripped Black Jean,Style Size,30,,,,,ZZ08660-30,,,Shop location,0,0,1,0,1
1880,mid-waist-ripped-black-jean,Mid Waist Ripped Black Jean,Style Size,32,,,,,ZZ08660-32,,,Shop location,0,0,0,0,0
1881,mid-waist-ripped-black-jean,Mid Waist Ripped Black Jean,Style Size,34,,,,,ZZ08660-34,,,Shop location,0,0,0,5,5
1882,mid-waist-ripped-black-jean,Mid Waist Ripped Black Jean,Style Size,36,,,,,ZZ08660-36,,,Shop location,0,0,0,0,0
1883,check-detailed-office-pant,Check Detailed Office Pant,Style Size,XS,,,,,ZZ09105-XS,,,Shop location,0,0,0,2,2
1884,check-detailed-office-pant,Check Detailed Office Pant,Style Size,S,,,,,ZZ09105-S,,,Shop location,0,0,0,4,4
1885,check-detailed-office-pant,Check Detailed Office Pant,Style Size,M,,,,,ZZ09105-M,,,Shop location,0,0,0,1,1
1886,check-detailed-office-pant,Check Detailed Office Pant,Style Size,L,,,,,ZZ09105-L,,,Shop location,0,0,0,0,0
1887,check-detailed-office-pant,Check Detailed Office Pant,Style Size,XL,,,,,ZZ09105-XL,,,Shop location,0,0,0,2,2
1888,check-detailed-office-pant,Check Detailed Office Pant,Style Size,XXL,,,,,ZZ09105-XXL,,,Shop location,0,0,0,0,0
1889,half-sleeve-neck-tie-green-top,Half Sleeve Neck Tie Green Top,Style Size,XS,,,,,ZZ09090-XS,,,Shop location,0,0,0,0,0
1890,half-sleeve-neck-tie-green-top,Half Sleeve Neck Tie Green Top,Style Size,S,,,,,ZZ09090-S,,,Shop location,0,0,0,0,0
1891,half-sleeve-neck-tie-green-top,Half Sleeve Neck Tie Green Top,Style Size,M,,,,,ZZ09090-M,,,Shop location,0,0,0,0,0
1892,half-sleeve-neck-tie-green-top,Half Sleeve Neck Tie Green Top,Style Size,L,,,,,ZZ09090-L,,,Shop location,0,0,0,3,3
1893,half-sleeve-neck-tie-green-top,Half Sleeve Neck Tie Green Top,Style Size,XL,,,,,ZZ09090-XL,,,Shop location,0,0,0,0,0
1894,half-sleeve-neck-tie-green-top,Half Sleeve Neck Tie Green Top,Style Size,XXL,,,,,ZZ09090-XXL,,,Shop location,0,0,0,2,2
1895,round-neck-piping-sleeve-white-top,Round Neck Piping Sleeve White Top,Style Size,XS,,,,,ZZ09103-XS,,,Shop location,0,0,0,0,0
1896,round-neck-piping-sleeve-white-top,Round Neck Piping Sleeve White Top,Style Size,S,,,,,ZZ09103-S,,,Shop location,0,0,0,3,3
1897,round-neck-piping-sleeve-white-top,Round Neck Piping Sleeve White Top,Style Size,M,,,,,ZZ09103-M,,,Shop location,0,0,0,4,4
1898,round-neck-piping-sleeve-white-top,Round Neck Piping Sleeve White Top,Style Size,L,,,,,ZZ09103-L,,,Shop location,0,0,0,3,3
1899,round-neck-piping-sleeve-white-top,Round Neck Piping Sleeve White Top,Style Size,XL,,,,,ZZ09103-XL,,,Shop location,0,0,0,4,4
1900,orange-floral-printed-dress,Orange Floral Printed Dress,Style Size,XXL,,,,,ZZ08882-XXL,,,Shop location,0,0,0,2,2
1901,neckline-gathered-short-sleeve-printed-dress,Neckline Gathered Short Sleeve Printed Dress,Style Size,XS,,,,,ZZ08825-XS,,,Shop location,0,0,0,1,1
1902,neckline-gathered-short-sleeve-printed-dress,Neckline Gathered Short Sleeve Printed Dress,Style Size,S,,,,,ZZ08825-S,,,Shop location,0,0,1,3,4
1903,neckline-gathered-short-sleeve-printed-dress,Neckline Gathered Short Sleeve Printed Dress,Style Size,M,,,,,ZZ08825-M,,,Shop location,0,0,2,1,3
1904,neckline-gathered-short-sleeve-printed-dress,Neckline Gathered Short Sleeve Printed Dress,Style Size,L,,,,,ZZ08825-L,,,Shop location,0,0,1,3,4
1905,neckline-gathered-short-sleeve-printed-dress,Neckline Gathered Short Sleeve Printed Dress,Style Size,XL,,,,,ZZ08825-XL,,,Shop location,0,0,3,0,3
1906,neckline-gathered-short-sleeve-printed-dress,Neckline Gathered Short Sleeve Printed Dress,Style Size,XXL,,,,,ZZ08825-XXL,,,Shop location,0,0,0,0,0
1907,round-neck-short-sleeve-printed-dress,Round Neck Short Sleeve Printed Dress,Style Size,XS,,,,,ZZ08890-XS,,,Shop location,0,0,1,2,3
1908,round-neck-short-sleeve-printed-dress,Round Neck Short Sleeve Printed Dress,Style Size,S,,,,,ZZ08890-S,,,Shop location,0,0,0,4,4
1909,round-neck-short-sleeve-printed-dress,Round Neck Short Sleeve Printed Dress,Style Size,M,,,,,ZZ08890-M,,,Shop location,0,0,0,1,1
1910,round-neck-short-sleeve-printed-dress,Round Neck Short Sleeve Printed Dress,Style Size,L,,,,,ZZ08890-L,,,Shop location,0,0,2,3,5
1911,round-neck-short-sleeve-printed-dress,Round Neck Short Sleeve Printed Dress,Style Size,XL,,,,,ZZ08890-XL,,,Shop location,0,0,0,4,4
1912,round-neck-short-sleeve-printed-dress,Round Neck Short Sleeve Printed Dress,Style Size,XXL,,,,,ZZ08890-XXL,,,Shop location,0,0,0,0,0
1913,satin-puffed-sleeve-mini-navy-dress,Satin Puffed Sleeve Mini Navy Dress,Style Size,XS,,,,,ZZ08812-XS,,,Shop location,0,0,0,3,3
1914,satin-puffed-sleeve-mini-navy-dress,Satin Puffed Sleeve Mini Navy Dress,Style Size,S,,,,,ZZ08812-S,,,Shop location,0,0,0,2,2
1915,satin-puffed-sleeve-mini-navy-dress,Satin Puffed Sleeve Mini Navy Dress,Style Size,M,,,,,ZZ08812-M,,,Shop location,0,0,2,3,5
1916,satin-puffed-sleeve-mini-navy-dress,Satin Puffed Sleeve Mini Navy Dress,Style Size,L,,,,,ZZ08812-L,,,Shop location,0,0,0,1,1
1917,satin-puffed-sleeve-mini-navy-dress,Satin Puffed Sleeve Mini Navy Dress,Style Size,XL,,,,,ZZ08812-XL,,,Shop location,0,0,0,2,2
1918,sleeve-flared-waist-tie-printed-dress,Sleeve Flared Waist Tie Printed Dress,Style Size,XS,,,,,ZZ08898-XS,,,Shop location,0,0,0,1,1
1919,sleeve-flared-waist-tie-printed-dress,Sleeve Flared Waist Tie Printed Dress,Style Size,S,,,,,ZZ08898-S,,,Shop location,0,0,1,4,5
1920,sleeve-flared-waist-tie-printed-dress,Sleeve Flared Waist Tie Printed Dress,Style Size,M,,,,,ZZ08898-M,,,Shop location,0,0,3,2,5
1921,sleeve-flared-waist-tie-printed-dress,Sleeve Flared Waist Tie Printed Dress,Style Size,L,,,,,ZZ08898-L,,,Shop location,0,0,2,0,2
1922,sleeve-flared-waist-tie-printed-dress,Sleeve Flared Waist Tie Printed Dress,Style Size,XL,,,,,ZZ08898-XL,,,Shop location,0,0,2,0,2
1923,sleeve-flared-waist-tie-printed-dress,Sleeve Flared Waist Tie Printed Dress,Style Size,XXL,,,,,ZZ08898-XXL,,,Shop location,0,0,1,0,1
1924,solid-shift-straight-blue-dress,Solid Shift Straight Blue Dress,Style Size,XS,,,,,ZZ08927-XS,,,Shop location,0,0,0,0,0
1925,solid-shift-straight-blue-dress,Solid Shift Straight Blue Dress,Style Size,S,,,,,ZZ08927-S,,,Shop location,0,0,0,3,3
1926,solid-shift-straight-blue-dress,Solid Shift Straight Blue Dress,Style Size,M,,,,,ZZ08927-M,,,Shop location,0,0,0,6,6
1927,solid-shift-straight-blue-dress,Solid Shift Straight Blue Dress,Style Size,L,,,,,ZZ08927-L,,,Shop location,0,0,0,0,0
1928,solid-shift-straight-blue-dress,Solid Shift Straight Blue Dress,Style Size,XL,,,,,ZZ08927-XL,,,Shop location,0,0,0,3,3
1929,solid-shift-straight-blue-dress,Solid Shift Straight Blue Dress,Style Size,XXL,,,,,ZZ08927-XXL,,,Shop location,0,0,0,0,0
1930,spaghetti-strap-empire-waist-green-maxi,Spaghetti Strap Empire Waist Green Maxi,Style Size,XS,,,,,ZZ08828-XS,,,Shop location,0,0,0,1,1
1931,spaghetti-strap-empire-waist-green-maxi,Spaghetti Strap Empire Waist Green Maxi,Style Size,S,,,,,ZZ08828-S,,,Shop location,0,0,0,0,0
1932,spaghetti-strap-empire-waist-green-maxi,Spaghetti Strap Empire Waist Green Maxi,Style Size,M,,,,,ZZ08828-M,,,Shop location,0,0,0,4,4
1933,spaghetti-strap-empire-waist-green-maxi,Spaghetti Strap Empire Waist Green Maxi,Style Size,L,,,,,ZZ08828-L,,,Shop location,0,0,0,0,0
1934,spaghetti-strap-empire-waist-green-maxi,Spaghetti Strap Empire Waist Green Maxi,Style Size,XL,,,,,ZZ08828-XL,,,Shop location,0,0,0,0,0
1935,spaghetti-strap-empire-waist-pink-maxi,Spaghetti Strap Empire Waist Pink Maxi,Style Size,XS,,,,,ZZ08829-XS,,,Shop location,0,0,0,2,2
1936,spaghetti-strap-empire-waist-pink-maxi,Spaghetti Strap Empire Waist Pink Maxi,Style Size,S,,,,,ZZ08829-S,,,Shop location,0,0,0,0,0
1937,spaghetti-strap-empire-waist-pink-maxi,Spaghetti Strap Empire Waist Pink Maxi,Style Size,M,,,,,ZZ08829-M,,,Shop location,0,0,1,5,6
1938,spaghetti-strap-empire-waist-pink-maxi,Spaghetti Strap Empire Waist Pink Maxi,Style Size,L,,,,,ZZ08829-L,,,Shop location,0,0,0,2,2
1939,spaghetti-strap-empire-waist-pink-maxi,Spaghetti Strap Empire Waist Pink Maxi,Style Size,XL,,,,,ZZ08829-XL,,,Shop location,0,0,0,0,0
1940,strappy-printed-bodice-flared-midi-dress,Strappy Printed Bodice Flared Midi Dress,Style Size,XS,,,,,ZZ08868-XS,,,Shop location,0,0,0,3,3
1941,strappy-printed-bodice-flared-midi-dress,Strappy Printed Bodice Flared Midi Dress,Style Size,S,,,,,ZZ08868-S,,,Shop location,0,0,0,8,8
1942,strappy-printed-bodice-flared-midi-dress,Strappy Printed Bodice Flared Midi Dress,Style Size,M,,,,,ZZ08868-M,,,Shop location,0,0,0,12,12
1943,strappy-printed-bodice-flared-midi-dress,Strappy Printed Bodice Flared Midi Dress,Style Size,L,,,,,ZZ08868-L,,,Shop location,0,0,0,6,6
1944,strappy-printed-bodice-flared-midi-dress,Strappy Printed Bodice Flared Midi Dress,Style Size,XL,,,,,ZZ08868-XL,,,Shop location,0,0,0,5,5
1945,sweetheart-neck-puffed-sleeve-printed-dress,Sweetheart Neck Puffed Sleeve Printed Dress,Style Size,XS,,,,,ZZ08884-XS,,,Shop location,0,0,0,3,3
1946,sweetheart-neck-puffed-sleeve-printed-dress,Sweetheart Neck Puffed Sleeve Printed Dress,Style Size,S,,,,,ZZ08884-S,,,Shop location,0,0,0,7,7
1947,sweetheart-neck-puffed-sleeve-printed-dress,Sweetheart Neck Puffed Sleeve Printed Dress,Style Size,M,,,,,ZZ08884-M,,,Shop location,0,0,1,5,6
1948,sweetheart-neck-puffed-sleeve-printed-dress,Sweetheart Neck Puffed Sleeve Printed Dress,Style Size,L,,,,,ZZ08884-L,,,Shop location,0,0,0,6,6
1949,sweetheart-neck-puffed-sleeve-printed-dress,Sweetheart Neck Puffed Sleeve Printed Dress,Style Size,XL,,,,,ZZ08884-XL,,,Shop location,0,0,0,3,3
1950,cherry-printed-elegant-dress,Cherry Printed Elegant Dress,Style Size,XS,,,,,ZZ08823-XS,,,Shop location,0,0,1,0,1
1951,cherry-printed-elegant-dress,Cherry Printed Elegant Dress,Style Size,S,,,,,ZZ08823-S,,,Shop location,0,0,1,3,4
1952,cherry-printed-elegant-dress,Cherry Printed Elegant Dress,Style Size,M,,,,,ZZ08823-M,,,Shop location,0,0,2,0,2
1953,cherry-printed-elegant-dress,Cherry Printed Elegant Dress,Style Size,L,,,,,ZZ08823-L,,,Shop location,0,0,2,0,2
1954,cherry-printed-elegant-dress,Cherry Printed Elegant Dress,Style Size,XL,,,,,ZZ08823-XL,,,Shop location,0,0,1,1,2
1955,cherry-printed-elegant-dress,Cherry Printed Elegant Dress,Style Size,XXL,,,,,ZZ08823-XXL,,,Shop location,0,0,0,1,1
1956,orange-rose-gathered-skirt-dress,Orange Rose Gathered Skirt Dress,Style Size,XS,,,,,ZZ08887-XS,,,Shop location,0,0,0,2,2
1957,orange-rose-gathered-skirt-dress,Orange Rose Gathered Skirt Dress,Style Size,S,,,,,ZZ08887-S,,,Shop location,0,0,0,1,1
1958,orange-rose-gathered-skirt-dress,Orange Rose Gathered Skirt Dress,Style Size,M,,,,,ZZ08887-M,,,Shop location,0,0,1,7,8
1959,orange-rose-gathered-skirt-dress,Orange Rose Gathered Skirt Dress,Style Size,L,,,,,ZZ08887-L,,,Shop location,0,0,0,8,8
1960,orange-rose-gathered-skirt-dress,Orange Rose Gathered Skirt Dress,Style Size,XL,,,,,ZZ08887-XL,,,Shop location,0,0,0,7,7
1961,orange-rose-gathered-skirt-dress,Orange Rose Gathered Skirt Dress,Style Size,XXL,,,,,ZZ08887-XXL,,,Shop location,0,0,0,1,1
1962,halter-neck-mini-printed-dress,Halter Neck Mini Printed Dress,Style Size,XS,,,,,ZZ08889-XS,,,Shop location,0,0,0,3,3
1963,halter-neck-mini-printed-dress,Halter Neck Mini Printed Dress,Style Size,S,,,,,ZZ08889-S,,,Shop location,0,0,0,10,10
1964,halter-neck-mini-printed-dress,Halter Neck Mini Printed Dress,Style Size,M,,,,,ZZ08889-M,,,Shop location,0,0,0,14,14
1965,halter-neck-mini-printed-dress,Halter Neck Mini Printed Dress,Style Size,L,,,,,ZZ08889-L,,,Shop location,0,0,1,9,10
1966,halter-neck-mini-printed-dress,Halter Neck Mini Printed Dress,Style Size,XL,,,,,ZZ08889-XL,,,Shop location,0,0,2,3,5
1967,high-low-printed-black-maxi-dress,High-Low Printed Black Maxi Dress,Style Size,XS,,,,,ZZ08886-XS,,,Shop location,0,0,0,5,5
1968,high-low-printed-black-maxi-dress,High-Low Printed Black Maxi Dress,Style Size,S,,,,,ZZ08886-S,,,Shop location,0,0,1,8,9
1969,high-low-printed-black-maxi-dress,High-Low Printed Black Maxi Dress,Style Size,M,,,,,ZZ08886-M,,,Shop location,0,0,3,13,16
1970,high-low-printed-black-maxi-dress,High-Low Printed Black Maxi Dress,Style Size,L,,,,,ZZ08886-L,,,Shop location,0,0,0,11,11
1971,high-low-printed-black-maxi-dress,High-Low Printed Black Maxi Dress,Style Size,XL,,,,,ZZ08886-XL,,,Shop location,0,0,0,5,5
1972,high-low-printed-navy-maxi-dress,High-Low Printed Navy Maxi Dress,Style Size,XS,,,,,ZZ08885-XS,,,Shop location,0,0,0,2,2
1973,high-low-printed-navy-maxi-dress,High-Low Printed Navy Maxi Dress,Style Size,S,,,,,ZZ08885-S,,,Shop location,0,0,0,7,7
1974,high-low-printed-navy-maxi-dress,High-Low Printed Navy Maxi Dress,Style Size,M,,,,,ZZ08885-M,,,Shop location,0,0,2,2,4
1975,high-low-printed-navy-maxi-dress,High-Low Printed Navy Maxi Dress,Style Size,L,,,,,ZZ08885-L,,,Shop location,0,0,2,1,3
1976,high-low-printed-navy-maxi-dress,High-Low Printed Navy Maxi Dress,Style Size,XL,,,,,ZZ08885-XL,,,Shop location,0,0,2,0,2
1977,long-sleeve-gathered-navy-dress,Long Sleeve Gathered Navy Dress,Style Size,XS,,,,,ZZ08921-XS,,,Shop location,0,0,0,0,0
1978,long-sleeve-gathered-navy-dress,Long Sleeve Gathered Navy Dress,Style Size,S,,,,,ZZ08921-S,,,Shop location,0,0,1,0,1
1979,long-sleeve-gathered-navy-dress,Long Sleeve Gathered Navy Dress,Style Size,M,,,,,ZZ08921-M,,,Shop location,0,0,1,1,2
1980,long-sleeve-gathered-navy-dress,Long Sleeve Gathered Navy Dress,Style Size,L,,,,,ZZ08921-L,,,Shop location,0,0,1,3,4
1981,long-sleeve-gathered-navy-dress,Long Sleeve Gathered Navy Dress,Style Size,XL,,,,,ZZ08921-XL,,,Shop location,0,0,0,1,1
1982,long-sleeve-gathered-navy-dress,Long Sleeve Gathered Navy Dress,Style Size,XXL,,,,,ZZ08921-XXL,,,Shop location,0,0,0,0,0
1983,long-sleeve-high-neck-midi-dress,Long Sleeve High Neck Midi Dress,Style Size,XS,,,,,ZZ08888-XS,,,Shop location,0,0,0,3,3
1984,long-sleeve-high-neck-midi-dress,Long Sleeve High Neck Midi Dress,Style Size,S,,,,,ZZ08888-S,,,Shop location,0,0,0,3,3
1985,long-sleeve-high-neck-midi-dress,Long Sleeve High Neck Midi Dress,Style Size,M,,,,,ZZ08888-M,,,Shop location,0,0,0,7,7
1986,long-sleeve-high-neck-midi-dress,Long Sleeve High Neck Midi Dress,Style Size,L,,,,,ZZ08888-L,,,Shop location,0,0,1,0,1
1987,long-sleeve-high-neck-midi-dress,Long Sleeve High Neck Midi Dress,Style Size,XL,,,,,ZZ08888-XL,,,Shop location,0,0,2,0,2
1988,long-sleeve-high-neck-midi-dress,Long Sleeve High Neck Midi Dress,Style Size,XXL,,,,,ZZ08888-XXL,,,Shop location,0,0,0,0,0
1989,long-sleeve-printed-midi-chiffon-dress-1,Long Sleeve Printed Midi Chiffon Dress,Style Size,XS,,,,,ZZ08826-XS,,,Shop location,0,0,0,3,3
1990,long-sleeve-printed-midi-chiffon-dress-1,Long Sleeve Printed Midi Chiffon Dress,Style Size,S,,,,,ZZ08826-S,,,Shop location,0,0,0,6,6
1991,long-sleeve-printed-midi-chiffon-dress-1,Long Sleeve Printed Midi Chiffon Dress,Style Size,M,,,,,ZZ08826-M,,,Shop location,0,0,2,5,7
1992,long-sleeve-printed-midi-chiffon-dress-1,Long Sleeve Printed Midi Chiffon Dress,Style Size,L,,,,,ZZ08826-L,,,Shop location,0,0,3,0,3
1993,long-sleeve-printed-midi-chiffon-dress-1,Long Sleeve Printed Midi Chiffon Dress,Style Size,XL,,,,,ZZ08826-XL,,,Shop location,0,0,0,4,4
1994,long-sleeve-printed-midi-chiffon-dress-1,Long Sleeve Printed Midi Chiffon Dress,Style Size,XXL,,,,,ZZ08826-XXL,,,Shop location,0,0,0,0,0
1995,orange-floral-printed-dress,Orange Floral Printed Dress,Style Size,XS,,,,,ZZ08882-XS,,,Shop location,0,0,0,1,1
1996,orange-floral-printed-dress,Orange Floral Printed Dress,Style Size,S,,,,,ZZ08882-S,,,Shop location,0,0,0,6,6
1997,orange-floral-printed-dress,Orange Floral Printed Dress,Style Size,M,,,,,ZZ08882-M,,,Shop location,0,0,2,2,4
1998,orange-floral-printed-dress,Orange Floral Printed Dress,Style Size,L,,,,,ZZ08882-L,,,Shop location,0,0,1,3,4
1999,orange-floral-printed-dress,Orange Floral Printed Dress,Style Size,XL,,,,,ZZ08882-XL,,,Shop location,0,0,0,5,5
2000,cold-shoulder-sleeve-flared-printed-top,Cold Shoulder Sleeve Flared Printed Top,Style Size,XL,,,,,ZZ08956-XL,,,Shop location,0,0,0,3,3
2001,cold-shoulder-sleeve-flared-printed-top,Cold Shoulder Sleeve Flared Printed Top,Style Size,XXL,,,,,ZZ08956-XXL,,,Shop location,0,0,0,3,3
2002,halter-neck-printed-top-1,Halter Neck Printed Top,Style Size,XS,,,,,ZZ08954-XS,,,Shop location,0,0,0,2,2
2003,halter-neck-printed-top-1,Halter Neck Printed Top,Style Size,S,,,,,ZZ08954-S,,,Shop location,0,0,2,0,2
2004,halter-neck-printed-top-1,Halter Neck Printed Top,Style Size,L,,,,,ZZ08954-L,,,Shop location,0,0,2,5,7
2005,halter-neck-printed-top-1,Halter Neck Printed Top,Style Size,M,,,,,ZZ08954-M,,,Shop location,0,0,1,4,5
2006,halter-neck-printed-top-1,Halter Neck Printed Top,Style Size,XL,,,,,ZZ08954-XL,,,Shop location,0,0,1,0,1
2007,halter-neck-printed-top-1,Halter Neck Printed Top,Style Size,XXL,,,,,ZZ08954-XXL,,,Shop location,0,0,0,1,1
2008,printed-sleeve-tie-up-blue-top,Printed Sleeve Tie Up Blue Top,Style Size,XS,,,,,ZZ08949-XS,,,Shop location,0,0,0,4,4
2009,printed-sleeve-tie-up-blue-top,Printed Sleeve Tie Up Blue Top,Style Size,S,,,,,ZZ08949-S,,,Shop location,0,0,0,3,3
2010,printed-sleeve-tie-up-blue-top,Printed Sleeve Tie Up Blue Top,Style Size,M,,,,,ZZ08949-M,,,Shop location,0,0,2,0,2
