,Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Incoming,Unavailable,Committed,Available,On hand
728,long-sleeve-blue-hoodie-tshirt,Long Sleeve Blue Hoodie Tshirt,Style Size,M,,,,,ZZ09535-M,,,Shop location,0,0,0,7,7
729,long-sleeve-blue-hoodie-tshirt,Long Sleeve Blue Hoodie Tshirt,Style Size,L,,,,,ZZ09535-L,,,Shop location,0,0,0,6,6
730,long-sleeve-blue-hoodie-tshirt,Long Sleeve Blue Hoodie Tshirt,Style Size,XL,,,,,ZZ09535-XL,,,Shop location,0,0,0,7,7
731,long-sleeve-blue-hoodie-tshirt,Long Sleeve Blue Hoodie Tshirt,Style Size,XXL,,,,,ZZ09535-XXL,,,Shop location,0,0,0,2,2
732,long-sleeve-brown-hoodie-tshirt,Long Sleeve Brown Hoodie Tshirt,Style Size,XS,,,,,ZZ09534-XS,,,Shop location,0,0,0,3,3
733,long-sleeve-brown-hoodie-tshirt,Long Sleeve Brown Hoodie Tshirt,Style Size,S,,,,,ZZ09534-S,,,Shop location,0,0,0,5,5
734,long-sleeve-brown-hoodie-tshirt,Long Sleeve Brown Hoodie Tshirt,Style Size,M,,,,,ZZ09534-M,,,Shop location,0,0,0,7,7
735,long-sleeve-brown-hoodie-tshirt,Long Sleeve Brown Hoodie Tshirt,Style Size,L,,,,,ZZ09534-L,,,Shop location,0,0,0,6,6
736,long-sleeve-brown-hoodie-tshirt,Long Sleeve Brown Hoodie Tshirt,Style Size,XL,,,,,ZZ09534-XL,,,Shop location,0,0,0,7,7
737,long-sleeve-brown-hoodie-tshirt,Long Sleeve Brown Hoodie Tshirt,Style Size,XXL,,,,,ZZ09534-XXL,,,Shop location,0,0,0,3,3
738,long-sleeve-orange-hoodie-tshirt,Long Sleeve Orange Hoodie Tshirt,Style Size,XS,,,,,ZZ09540-XS,,,Shop location,0,0,0,3,3
739,long-sleeve-orange-hoodie-tshirt,Long Sleeve Orange Hoodie Tshirt,Style Size,S,,,,,ZZ09540-S,,,Shop location,0,0,1,3,4
740,long-sleeve-orange-hoodie-tshirt,Long Sleeve Orange Hoodie Tshirt,Style Size,M,,,,,ZZ09540-M,,,Shop location,0,0,0,4,4
741,long-sleeve-orange-hoodie-tshirt,Long Sleeve Orange Hoodie Tshirt,Style Size,L,,,,,ZZ09540-L,,,Shop location,0,0,0,5,5
742,long-sleeve-orange-hoodie-tshirt,Long Sleeve Orange Hoodie Tshirt,Style Size,XL,,,,,ZZ09540-XL,,,Shop location,0,0,0,6,6
743,long-sleeve-orange-hoodie-tshirt,Long Sleeve Orange Hoodie Tshirt,Style Size,XXL,,,,,ZZ09540-XXL,,,Shop location,0,0,0,3,3
744,long-sleeve-pink-hoodie-tshirt,Long Sleeve Pink Hoodie Tshirt,Style Size,XS,,,,,ZZ09537-XS,,,Shop location,0,0,0,4,4
745,long-sleeve-pink-hoodie-tshirt,Long Sleeve Pink Hoodie Tshirt,Style Size,S,,,,,ZZ09537-S,,,Shop location,0,0,1,0,1
746,long-sleeve-pink-hoodie-tshirt,Long Sleeve Pink Hoodie Tshirt,Style Size,M,,,,,ZZ09537-M,,,Shop location,0,0,0,3,3
747,long-sleeve-pink-hoodie-tshirt,Long Sleeve Pink Hoodie Tshirt,Style Size,L,,,,,ZZ09537-L,,,Shop location,0,0,0,3,3
748,long-sleeve-pink-hoodie-tshirt,Long Sleeve Pink Hoodie Tshirt,Style Size,XL,,,,,ZZ09537-XL,,,Shop location,0,0,0,5,5
749,long-sleeve-pink-hoodie-tshirt,Long Sleeve Pink Hoodie Tshirt,Style Size,XXL,,,,,ZZ09537-XXL,,,Shop location,0,0,0,3,3
750,basic-crew-neck-light-blue-tshirt,Basic Crew Neck Light Blue Tshirt,Style Size,M,,,,,ZZ09519-M,,,Shop location,0,0,0,8,8
751,basic-crew-neck-light-blue-tshirt,Basic Crew Neck Light Blue Tshirt,Style Size,L,,,,,ZZ09519-L,,,Shop location,0,0,1,9,10
752,basic-crew-neck-light-blue-tshirt,Basic Crew Neck Light Blue Tshirt,Style Size,XL,,,,,ZZ09519-XL,,,Shop location,0,0,0,12,12
753,basic-crew-neck-light-blue-tshirt,Basic Crew Neck Light Blue Tshirt,Style Size,XXL,,,,,ZZ09519-XXL,,,Shop location,0,0,0,4,4
754,basic-crew-neck-navy-tshirt,Basic Crew Neck Navy Tshirt,Style Size,XS,,,,,ZZ09521-XS,,,Shop location,0,0,0,5,5
755,basic-crew-neck-navy-tshirt,Basic Crew Neck Navy Tshirt,Style Size,S,,,,,ZZ09521-S,,,Shop location,0,0,0,9,9
756,basic-crew-neck-navy-tshirt,Basic Crew Neck Navy Tshirt,Style Size,M,,,,,ZZ09521-M,,,Shop location,0,0,0,11,11
757,basic-crew-neck-navy-tshirt,Basic Crew Neck Navy Tshirt,Style Size,L,,,,,ZZ09521-L,,,Shop location,0,0,0,9,9
758,basic-crew-neck-navy-tshirt,Basic Crew Neck Navy Tshirt,Style Size,XL,,,,,ZZ09521-XL,,,Shop location,0,0,0,12,12
759,basic-crew-neck-navy-tshirt,Basic Crew Neck Navy Tshirt,Style Size,XXL,,,,,ZZ09521-XXL,,,Shop location,0,0,0,4,4
760,basic-crew-neck-pink-tshirt-2,Basic Crew Neck Pink Tshirt,Style Size,XS,,,,,ZZ09518-XS,,,Shop location,0,0,0,0,0
761,basic-crew-neck-pink-tshirt-2,Basic Crew Neck Pink Tshirt,Style Size,S,,,,,ZZ09518-S,,,Shop location,0,0,0,0,0
762,basic-crew-neck-pink-tshirt-2,Basic Crew Neck Pink Tshirt,Style Size,M,,,,,ZZ09518-M,,,Shop location,0,0,0,0,0
763,basic-crew-neck-pink-tshirt-2,Basic Crew Neck Pink Tshirt,Style Size,L,,,,,ZZ09518-L,,,Shop location,0,0,0,5,5
764,basic-crew-neck-pink-tshirt-2,Basic Crew Neck Pink Tshirt,Style Size,XL,,,,,ZZ09518-XL,,,Shop location,0,0,0,4,4
765,basic-crew-neck-pink-tshirt-2,Basic Crew Neck Pink Tshirt,Style Size,XXL,,,,,ZZ09518-XXL,,,Shop location,0,0,0,0,0
766,crew-neck-long-sleeve-beige-tee,Crew Neck Long Sleeve Beige Tee,Style Size,XS,,,,,ZZ09549-XS,,,Shop location,0,0,0,3,3
767,crew-neck-long-sleeve-beige-tee,Crew Neck Long Sleeve Beige Tee,Style Size,S,,,,,ZZ09549-S,,,Shop location,0,0,0,7,7
768,crew-neck-long-sleeve-beige-tee,Crew Neck Long Sleeve Beige Tee,Style Size,M,,,,,ZZ09549-M,,,Shop location,0,0,0,9,9
769,crew-neck-long-sleeve-beige-tee,Crew Neck Long Sleeve Beige Tee,Style Size,L,,,,,ZZ09549-L,,,Shop location,0,0,0,6,6
770,crew-neck-long-sleeve-beige-tee,Crew Neck Long Sleeve Beige Tee,Style Size,XL,,,,,ZZ09549-XL,,,Shop location,0,0,0,8,8
771,crew-neck-long-sleeve-beige-tee,Crew Neck Long Sleeve Beige Tee,Style Size,XXL,,,,,ZZ09549-XXL,,,Shop location,0,0,0,4,4
772,crew-neck-long-sleeve-blue-tee,Crew Neck Long Sleeve Blue Tee,Style Size,XS,,,,,ZZ09543-XS,,,Shop location,0,0,0,4,4
773,crew-neck-long-sleeve-blue-tee,Crew Neck Long Sleeve Blue Tee,Style Size,S,,,,,ZZ09543-S,,,Shop location,0,0,0,5,5
774,crew-neck-long-sleeve-blue-tee,Crew Neck Long Sleeve Blue Tee,Style Size,M,,,,,ZZ09543-M,,,Shop location,0,0,0,6,6
775,crew-neck-long-sleeve-blue-tee,Crew Neck Long Sleeve Blue Tee,Style Size,L,,,,,ZZ09543-L,,,Shop location,0,0,0,6,6
776,crew-neck-long-sleeve-blue-tee,Crew Neck Long Sleeve Blue Tee,Style Size,XL,,,,,ZZ09543-XL,,,Shop location,0,0,0,7,7
777,crew-neck-long-sleeve-blue-tee,Crew Neck Long Sleeve Blue Tee,Style Size,XXL,,,,,ZZ09543-XXL,,,Shop location,0,0,0,3,3
778,crew-neck-long-sleeve-dark-green-tee,Crew Neck Long Sleeve Dark Green Tee,Style Size,XS,,,,,ZZ09545-XS,,,Shop location,0,0,0,0,0
779,crew-neck-long-sleeve-dark-green-tee,Crew Neck Long Sleeve Dark Green Tee,Style Size,S,,,,,ZZ09545-S,,,Shop location,0,0,0,5,5
780,crew-neck-long-sleeve-dark-green-tee,Crew Neck Long Sleeve Dark Green Tee,Style Size,M,,,,,ZZ09545-M,,,Shop location,0,0,0,0,0
781,crew-neck-long-sleeve-dark-green-tee,Crew Neck Long Sleeve Dark Green Tee,Style Size,L,,,,,ZZ09545-L,,,Shop location,0,0,0,4,4
782,crew-neck-long-sleeve-dark-green-tee,Crew Neck Long Sleeve Dark Green Tee,Style Size,XL,,,,,ZZ09545-XL,,,Shop location,0,0,0,0,0
783,crew-neck-long-sleeve-dark-green-tee,Crew Neck Long Sleeve Dark Green Tee,Style Size,XXL,,,,,ZZ09545-XXL,,,Shop location,0,0,0,3,3
784,crew-neck-long-sleeve-grey-tee,Crew Neck Long Sleeve Grey Tee,Style Size,XS,,,,,ZZ09541-XS,,,Shop location,0,0,0,4,4
785,crew-neck-long-sleeve-grey-tee,Crew Neck Long Sleeve Grey Tee,Style Size,S,,,,,ZZ09541-S,,,Shop location,0,0,0,7,7
786,crew-neck-long-sleeve-grey-tee,Crew Neck Long Sleeve Grey Tee,Style Size,M,,,,,ZZ09541-M,,,Shop location,0,0,0,7,7
787,crew-neck-long-sleeve-grey-tee,Crew Neck Long Sleeve Grey Tee,Style Size,L,,,,,ZZ09541-L,,,Shop location,0,0,0,5,5
788,crew-neck-long-sleeve-grey-tee,Crew Neck Long Sleeve Grey Tee,Style Size,XL,,,,,ZZ09541-XL,,,Shop location,0,0,0,8,8
789,crew-neck-long-sleeve-grey-tee,Crew Neck Long Sleeve Grey Tee,Style Size,XXL,,,,,ZZ09541-XXL,,,Shop location,0,0,0,3,3
790,crew-neck-long-sleeve-light-green-tee,Crew Neck Long Sleeve Light Green Tee,Style Size,XS,,,,,ZZ09544-XS,,,Shop location,0,0,0,4,4
791,crew-neck-long-sleeve-light-green-tee,Crew Neck Long Sleeve Light Green Tee,Style Size,S,,,,,ZZ09544-S,,,Shop location,0,0,0,8,8
792,crew-neck-long-sleeve-light-green-tee,Crew Neck Long Sleeve Light Green Tee,Style Size,M,,,,,ZZ09544-M,,,Shop location,0,0,0,8,8
793,crew-neck-long-sleeve-light-green-tee,Crew Neck Long Sleeve Light Green Tee,Style Size,L,,,,,ZZ09544-L,,,Shop location,0,0,0,8,8
794,crew-neck-long-sleeve-light-green-tee,Crew Neck Long Sleeve Light Green Tee,Style Size,XL,,,,,ZZ09544-XL,,,Shop location,0,0,0,8,8
795,crew-neck-long-sleeve-light-green-tee,Crew Neck Long Sleeve Light Green Tee,Style Size,XXL,,,,,ZZ09544-XXL,,,Shop location,0,0,0,4,4
796,crew-neck-long-sleeve-navy-tee,Crew Neck Long Sleeve Navy Tee,Style Size,XS,,,,,ZZ09548-XS,,,Shop location,0,0,0,3,3
797,crew-neck-long-sleeve-navy-tee,Crew Neck Long Sleeve Navy Tee,Style Size,S,,,,,ZZ09548-S,,,Shop location,0,0,0,7,7
798,crew-neck-long-sleeve-navy-tee,Crew Neck Long Sleeve Navy Tee,Style Size,M,,,,,ZZ09548-M,,,Shop location,0,0,0,2,2
799,crew-neck-long-sleeve-navy-tee,Crew Neck Long Sleeve Navy Tee,Style Size,L,,,,,ZZ09548-L,,,Shop location,0,0,0,6,6
800,loose-fitted-high-neck-printed-dress,Loose Fitted High Neck Printed Dress,Style Size,XL,,,,,ZZ09415-XL,,,Shop location,0,0,0,3,3
801,loose-fitted-high-neck-printed-dress,Loose Fitted High Neck Printed Dress,Style Size,XXL,,,,,ZZ09415-XXL,,,Shop location,0,0,0,0,0
802,printed-chiffon-puffed-sleeve-dress,Printed Chiffon Puffed Sleeve Dress,Style Size,XS,,,,,ZZ09497-XS,,,Shop location,0,0,0,4,4
803,printed-chiffon-puffed-sleeve-dress,Printed Chiffon Puffed Sleeve Dress,Style Size,S,,,,,ZZ09497-S,,,Shop location,0,0,0,8,8
804,printed-chiffon-puffed-sleeve-dress,Printed Chiffon Puffed Sleeve Dress,Style Size,M,,,,,ZZ09497-M,,,Shop location,0,0,0,5,5
805,printed-chiffon-puffed-sleeve-dress,Printed Chiffon Puffed Sleeve Dress,Style Size,L,,,,,ZZ09497-L,,,Shop location,0,0,0,1,1
806,printed-chiffon-puffed-sleeve-dress,Printed Chiffon Puffed Sleeve Dress,Style Size,XL,,,,,ZZ09497-XL,,,Shop location,0,0,0,0,0
807,sleeveless-floral-mini-dress,Sleeveless Floral Mini Dress,Style Size,XS,,,,,ZZ09511-XS,,,Shop location,0,0,0,4,4
808,sleeveless-floral-mini-dress,Sleeveless Floral Mini Dress,Style Size,S,,,,,ZZ09511-S,,,Shop location,0,0,0,0,0
809,sleeveless-floral-mini-dress,Sleeveless Floral Mini Dress,Style Size,M,,,,,ZZ09511-M,,,Shop location,0,0,0,6,6
810,sleeveless-floral-mini-dress,Sleeveless Floral Mini Dress,Style Size,L,,,,,ZZ09511-L,,,Shop location,0,0,1,1,2
811,sleeveless-floral-mini-dress,Sleeveless Floral Mini Dress,Style Size,XL,,,,,ZZ09511-XL,,,Shop location,0,0,0,3,3
812,sweetheart-neck-flounce-sleeve-dress,Sweetheart Neck Flounce Sleeve Dress,Style Size,XS,,,,,ZZ09409-XS,,,Shop location,0,0,0,1,1
813,sweetheart-neck-flounce-sleeve-dress,Sweetheart Neck Flounce Sleeve Dress,Style Size,S,,,,,ZZ09409-S,,,Shop location,0,0,0,6,6
814,sweetheart-neck-flounce-sleeve-dress,Sweetheart Neck Flounce Sleeve Dress,Style Size,M,,,,,ZZ09409-M,,,Shop location,0,0,0,5,5
815,sweetheart-neck-flounce-sleeve-dress,Sweetheart Neck Flounce Sleeve Dress,Style Size,L,,,,,ZZ09409-L,,,Shop location,0,0,0,5,5
816,sweetheart-neck-flounce-sleeve-dress,Sweetheart Neck Flounce Sleeve Dress,Style Size,XL,,,,,ZZ09409-XL,,,Shop location,0,0,0,4,4
817,sweetheart-neck-flounce-sleeve-dress,Sweetheart Neck Flounce Sleeve Dress,Style Size,XXL,,,,,ZZ09409-XXL,,,Shop location,0,0,0,1,1
818,two-tiered-chiffon-maxi,Two Tiered Chiffon Maxi,Style Size,XS,,,,,ZZ09486-XS,,,Shop location,0,0,0,1,1
819,two-tiered-chiffon-maxi,Two Tiered Chiffon Maxi,Style Size,S,,,,,ZZ09486-S,,,Shop location,0,0,0,3,3
820,two-tiered-chiffon-maxi,Two Tiered Chiffon Maxi,Style Size,M,,,,,ZZ09486-M,,,Shop location,0,0,0,4,4
821,two-tiered-chiffon-maxi,Two Tiered Chiffon Maxi,Style Size,L,,,,,ZZ09486-L,,,Shop location,0,0,0,4,4
822,two-tiered-chiffon-maxi,Two Tiered Chiffon Maxi,Style Size,XL,,,,,ZZ09486-XL,,,Shop location,0,0,0,4,4
823,two-tiered-chiffon-maxi,Two Tiered Chiffon Maxi,Style Size,XXL,,,,,ZZ09486-XXL,,,Shop location,0,0,0,0,0
824,vneck-flared-cape-chiffon-maxi,Vneck Flared Cape Chiffon Maxi,Style Size,XS,,,,,ZZ09487-XS,,,Shop location,0,0,0,0,0
825,vneck-flared-cape-chiffon-maxi,Vneck Flared Cape Chiffon Maxi,Style Size,S,,,,,ZZ09487-S,,,Shop location,0,0,0,0,0
826,vneck-flared-cape-chiffon-maxi,Vneck Flared Cape Chiffon Maxi,Style Size,M,,,,,ZZ09487-M,,,Shop location,0,0,0,2,2
827,vneck-flared-cape-chiffon-maxi,Vneck Flared Cape Chiffon Maxi,Style Size,L,,,,,ZZ09487-L,,,Shop location,0,0,0,3,3
828,vneck-flared-cape-chiffon-maxi,Vneck Flared Cape Chiffon Maxi,Style Size,XL,,,,,ZZ09487-XL,,,Shop location,0,0,1,1,2
829,vneck-flared-cape-chiffon-maxi,Vneck Flared Cape Chiffon Maxi,Style Size,XXL,,,,,ZZ09487-XXL,,,Shop location,0,0,0,0,0
830,waterfall-peplum-olive-chiffon-top,Waterfall Peplum Olive Chiffon Top,Style Size,XS,,,,,ZZ09489-XS,,,Shop location,0,0,0,2,2
831,waterfall-peplum-olive-chiffon-top,Waterfall Peplum Olive Chiffon Top,Style Size,S,,,,,ZZ09489-S,,,Shop location,0,0,0,4,4
832,waterfall-peplum-olive-chiffon-top,Waterfall Peplum Olive Chiffon Top,Style Size,M,,,,,ZZ09489-M,,,Shop location,0,0,0,5,5
833,waterfall-peplum-olive-chiffon-top,Waterfall Peplum Olive Chiffon Top,Style Size,L,,,,,ZZ09489-L,,,Shop location,0,0,0,4,4
834,waterfall-peplum-olive-chiffon-top,Waterfall Peplum Olive Chiffon Top,Style Size,XL,,,,,ZZ09489-XL,,,Shop location,0,0,0,3,3
835,waterfall-peplum-olive-chiffon-top,Waterfall Peplum Olive Chiffon Top,Style Size,XXL,,,,,ZZ09489-XXL,,,Shop location,0,0,0,0,0
836,basic-crew-neck-gray-tshirt,ZIGZAG Basic Crew Neck Gray Tshirt,Style Size,XS,,,,,ZZ09530-XS,,,Shop location,0,0,0,1,1
837,basic-crew-neck-gray-tshirt,ZIGZAG Basic Crew Neck Gray Tshirt,Style Size,S,,,,,ZZ09530-S,,,Shop location,0,0,0,0,0
838,basic-crew-neck-gray-tshirt,ZIGZAG Basic Crew Neck Gray Tshirt,Style Size,M,,,,,ZZ09530-M,,,Shop location,0,0,0,1,1
839,basic-crew-neck-gray-tshirt,ZIGZAG Basic Crew Neck Gray Tshirt,Style Size,L,,,,,ZZ09530-L,,,Shop location,0,0,0,1,1
840,basic-crew-neck-gray-tshirt,ZIGZAG Basic Crew Neck Gray Tshirt,Style Size,XL,,,,,ZZ09530-XL,,,Shop location,0,0,0,1,1
841,basic-crew-neck-gray-tshirt,ZIGZAG Basic Crew Neck Gray Tshirt,Style Size,XXL,,,,,ZZ09530-XXL,,,Shop location,0,0,0,1,1
842,basic-crew-neck-green-tshirt-2,Basic Crew Neck Green Tshirt,Style Size,XS,,,,,ZZ09527-XS,,,Shop location,0,0,0,1,1
843,basic-crew-neck-green-tshirt-2,Basic Crew Neck Green Tshirt,Style Size,S,,,,,ZZ09527-S,,,Shop location,0,0,0,2,2
844,basic-crew-neck-green-tshirt-2,Basic Crew Neck Green Tshirt,Style Size,M,,,,,ZZ09527-M,,,Shop location,0,0,0,2,2
845,basic-crew-neck-green-tshirt-2,Basic Crew Neck Green Tshirt,Style Size,L,,,,,ZZ09527-L,,,Shop location,0,0,0,2,2
846,basic-crew-neck-green-tshirt-2,Basic Crew Neck Green Tshirt,Style Size,XL,,,,,ZZ09527-XL,,,Shop location,0,0,0,2,2
847,basic-crew-neck-green-tshirt-2,Basic Crew Neck Green Tshirt,Style Size,XXL,,,,,ZZ09527-XXL,,,Shop location,0,0,0,1,1
848,basic-crew-neck-light-blue-tshirt,Basic Crew Neck Light Blue Tshirt,Style Size,XS,,,,,ZZ09519-XS,,,Shop location,0,0,0,4,4
849,basic-crew-neck-light-blue-tshirt,Basic Crew Neck Light Blue Tshirt,Style Size,S,,,,,ZZ09519-S,,,Shop location,0,0,0,10,10
850,two-tone-puffed-sleeve-blue-blouse,Two Tone Puffed Sleeve Blue Blouse,Style Size,S,,,,,ZZ09476-S,,,Shop location,0,0,0,3,3
851,two-tone-puffed-sleeve-blue-blouse,Two Tone Puffed Sleeve Blue Blouse,Style Size,M,,,,,ZZ09476-M,,,Shop location,0,0,0,7,7
852,two-tone-puffed-sleeve-blue-blouse,Two Tone Puffed Sleeve Blue Blouse,Style Size,L,,,,,ZZ09476-L,,,Shop location,0,0,0,2,2
853,two-tone-puffed-sleeve-blue-blouse,Two Tone Puffed Sleeve Blue Blouse,Style Size,XL,,,,,ZZ09476-XL,,,Shop location,0,0,0,1,1
854,two-tone-puffed-sleeve-blue-blouse,Two Tone Puffed Sleeve Blue Blouse,Style Size,XXL,,,,,ZZ09476-XXL,,,Shop location,0,0,0,2,2
855,allover-print-half-button-tank-top,Allover Print Half Button Tank Top,Style Size,XS,,,,,ZZ09515-XS,,,Shop location,0,0,0,0,0
856,allover-print-half-button-tank-top,Allover Print Half Button Tank Top,Style Size,S,,,,,ZZ09515-S,,,Shop location,0,0,0,3,3
857,allover-print-half-button-tank-top,Allover Print Half Button Tank Top,Style Size,M,,,,,ZZ09515-M,,,Shop location,0,0,0,9,9
858,allover-print-half-button-tank-top,Allover Print Half Button Tank Top,Style Size,L,,,,,ZZ09515-L,,,Shop location,0,0,0,6,6
859,allover-print-half-button-tank-top,Allover Print Half Button Tank Top,Style Size,XL,,,,,ZZ09515-XL,,,Shop location,0,0,0,3,3
860,allover-print-half-button-tank-top,Allover Print Half Button Tank Top,Style Size,XXL,,,,,ZZ09515-XXL,,,Shop location,0,0,0,3,3
861,casual-collar-short-sleeve-top,Casual Collar Short Sleeve Top,Style Size,XS,,,,,ZZ09514-XS,,,Shop location,0,0,0,3,3
862,casual-collar-short-sleeve-top,Casual Collar Short Sleeve Top,Style Size,S,,,,,ZZ09514-S,,,Shop location,0,0,0,1,1
863,casual-collar-short-sleeve-top,Casual Collar Short Sleeve Top,Style Size,M,,,,,ZZ09514-M,,,Shop location,0,0,0,0,0
864,casual-collar-short-sleeve-top,Casual Collar Short Sleeve Top,Style Size,L,,,,,ZZ09514-L,,,Shop location,0,0,0,5,5
865,casual-collar-short-sleeve-top,Casual Collar Short Sleeve Top,Style Size,XL,,,,,ZZ09514-XL,,,Shop location,0,0,1,1,2
866,casual-collar-short-sleeve-top,Casual Collar Short Sleeve Top,Style Size,XXL,,,,,ZZ09514-XXL,,,Shop location,0,0,0,1,1
867,halter-neck-printed-midi-dress,Halter Neck Printed Midi Dress,Style Size,XS,,,,,ZZ09411-XS,,,Shop location,0,0,0,1,1
868,halter-neck-printed-midi-dress,Halter Neck Printed Midi Dress,Style Size,S,,,,,ZZ09411-S,,,Shop location,0,0,0,5,5
869,halter-neck-printed-midi-dress,Halter Neck Printed Midi Dress,Style Size,M,,,,,ZZ09411-M,,,Shop location,0,0,0,1,1
870,halter-neck-printed-midi-dress,Halter Neck Printed Midi Dress,Style Size,L,,,,,ZZ09411-L,,,Shop location,0,0,0,0,0
871,halter-neck-printed-midi-dress,Halter Neck Printed Midi Dress,Style Size,XL,,,,,ZZ09411-XL,,,Shop location,0,0,0,0,0
872,halter-neck-printed-midi-dress,Halter Neck Printed Midi Dress,Style Size,XXL,,,,,ZZ09411-XXL,,,Shop location,0,0,0,0,0
873,high-neck-belted-skater-brown-dress,High Neck Belted Skater Brown Dress,Style Size,XS,,,,,ZZ09498-XS,,,Shop location,0,0,0,0,0
874,high-neck-belted-skater-brown-dress,High Neck Belted Skater Brown Dress,Style Size,S,,,,,ZZ09498-S,,,Shop location,0,0,0,2,2
875,high-neck-belted-skater-brown-dress,High Neck Belted Skater Brown Dress,Style Size,M,,,,,ZZ09498-M,,,Shop location,0,0,0,1,1
876,high-neck-belted-skater-brown-dress,High Neck Belted Skater Brown Dress,Style Size,L,,,,,ZZ09498-L,,,Shop location,0,0,0,5,5
877,high-neck-belted-skater-brown-dress,High Neck Belted Skater Brown Dress,Style Size,XL,,,,,ZZ09498-XL,,,Shop location,0,0,0,0,0
878,high-neck-belted-skater-brown-dress,High Neck Belted Skater Brown Dress,Style Size,XXL,,,,,ZZ09498-XXL,,,Shop location,0,0,0,0,0
879,high-neck-belted-skater-white-dress,High Neck Belted Skater White Dress,Style Size,XS,,,,,ZZ09414-XS,,,Shop location,0,0,0,0,0
880,high-neck-belted-skater-white-dress,High Neck Belted Skater White Dress,Style Size,S,,,,,ZZ09414-S,,,Shop location,0,0,0,0,0
881,high-neck-belted-skater-white-dress,High Neck Belted Skater White Dress,Style Size,M,,,,,ZZ09414-M,,,Shop location,0,0,0,5,5
882,high-neck-belted-skater-white-dress,High Neck Belted Skater White Dress,Style Size,L,,,,,ZZ09414-L,,,Shop location,0,0,1,4,5
883,high-neck-belted-skater-white-dress,High Neck Belted Skater White Dress,Style Size,XL,,,,,ZZ09414-XL,,,Shop location,0,0,0,3,3
884,high-neck-belted-skater-white-dress,High Neck Belted Skater White Dress,Style Size,XXL,,,,,ZZ09414-XXL,,,Shop location,0,0,0,0,0
885,lantern-sleeve-belted-wrap-dress,Lantern Sleeve Belted Wrap Dress,Style Size,XS,,,,,ZZ09410-XS,,,Shop location,0,0,0,6,6
886,lantern-sleeve-belted-wrap-dress,Lantern Sleeve Belted Wrap Dress,Style Size,S,,,,,ZZ09410-S,,,Shop location,0,0,1,9,10
887,lantern-sleeve-belted-wrap-dress,Lantern Sleeve Belted Wrap Dress,Style Size,M,,,,,ZZ09410-M,,,Shop location,0,0,0,12,12
888,lantern-sleeve-belted-wrap-dress,Lantern Sleeve Belted Wrap Dress,Style Size,L,,,,,ZZ09410-L,,,Shop location,0,0,0,9,9
889,lantern-sleeve-belted-wrap-dress,Lantern Sleeve Belted Wrap Dress,Style Size,XL,,,,,ZZ09410-XL,,,Shop location,0,0,0,1,1
890,long-sleeve-high-neck-maxi-dress,Long Sleeve High Neck Maxi Dress,Style Size,XS,,,,,ZZ09485-XS,,,Shop location,0,0,0,3,3
891,long-sleeve-high-neck-maxi-dress,Long Sleeve High Neck Maxi Dress,Style Size,S,,,,,ZZ09485-S,,,Shop location,0,0,0,4,4
892,long-sleeve-high-neck-maxi-dress,Long Sleeve High Neck Maxi Dress,Style Size,M,,,,,ZZ09485-M,,,Shop location,0,0,0,3,3
893,long-sleeve-high-neck-maxi-dress,Long Sleeve High Neck Maxi Dress,Style Size,L,,,,,ZZ09485-L,,,Shop location,0,0,0,5,5
894,long-sleeve-high-neck-maxi-dress,Long Sleeve High Neck Maxi Dress,Style Size,XL,,,,,ZZ09485-XL,,,Shop location,0,0,0,1,1
895,long-sleeve-high-neck-maxi-dress,Long Sleeve High Neck Maxi Dress,Style Size,XXL,,,,,ZZ09485-XXL,,,Shop location,0,0,0,1,1
896,loose-fitted-high-neck-printed-dress,Loose Fitted High Neck Printed Dress,Style Size,XS,,,,,ZZ09415-XS,,,Shop location,0,0,0,0,0
897,loose-fitted-high-neck-printed-dress,Loose Fitted High Neck Printed Dress,Style Size,S,,,,,ZZ09415-S,,,Shop location,0,0,1,0,1
898,loose-fitted-high-neck-printed-dress,Loose Fitted High Neck Printed Dress,Style Size,M,,,,,ZZ09415-M,,,Shop location,0,0,0,2,2
899,loose-fitted-high-neck-printed-dress,Loose Fitted High Neck Printed Dress,Style Size,L,,,,,ZZ09415-L,,,Shop location,0,0,1,2,3
900,round-neck-shift-navy-dress,Round Neck Shift Navy Dress,Style Size,XXL,,,,,ZZ09506-XXL,,,Shop location,0,0,0,1,1
901,short-sleeve-boat-neck-top,Short Sleeve Boat Neck Top,Style Size,XS,,,,,ZZ09430-XS,,,Shop location,0,0,0,3,3
902,short-sleeve-boat-neck-top,Short Sleeve Boat Neck Top,Style Size,S,,,,,ZZ09430-S,,,Shop location,0,0,0,8,8
903,short-sleeve-boat-neck-top,Short Sleeve Boat Neck Top,Style Size,M,,,,,ZZ09430-M,,,Shop location,0,0,0,9,9
904,short-sleeve-boat-neck-top,Short Sleeve Boat Neck Top,Style Size,L,,,,,ZZ09430-L,,,Shop location,0,0,0,7,7
905,short-sleeve-boat-neck-top,Short Sleeve Boat Neck Top,Style Size,XL,,,,,ZZ09430-XL,,,Shop location,0,0,1,2,3
906,short-sleeve-boat-neck-top,Short Sleeve Boat Neck Top,Style Size,XXL,,,,,ZZ09430-XXL,,,Shop location,0,0,0,5,5
